section_id	text
1.10.2	Λακεδαιμονίων γὰρ εἰ ἡ πόλις ἐρημωθείη, λειφθείη δὲ τά τε ἱερὰ καὶ τῆς κατασκευῆς τὰ ἐδάφη, πολλὴν ἂν οἶμαι ἀπιστίαν τῆς δυνάμεως προελθόντος πολλοῦ χρόνου τοῖς ἔπειτα πρὸς τὸ κλέος αὐτῶν εἶναι (καίτοι Πελοποννήσου τῶν πέντε τὰς δύο μοίρας νέμονται, τῆς τε ξυμπάσης ἡγοῦνται καὶ τῶν ἔξω ξυμμάχων πολλῶν· ὅμως δὲ οὔτε ξυνοικισθείσης πόλεως οὔτε ἱεροῖς καὶ κατασκευαῖς πολυτελέσι χρησαμένης, κατὰ κώμας δὲ τῷ παλαιῷ τῆς Ἑλλάδος τρόπῳ οἰκισθείσης, φαίνοιτ’ ἂν ὑποδεεστέρα), Ἀθηναίων δὲ τὸ αὐτὸ τοῦτο παθόντων διπλασίαν ἂν τὴν δύναμιν εἰκάζεσθαι ἀπὸ τῆς φανερᾶς ὄψεως τῆς πόλεως ἢ ἔστιν.
1.10.3	οὔκουν ἀπιστεῖν εἰκός, οὐδὲ τὰς ὄψεις τῶν πόλεων μᾶλλον σκοπεῖν ἢ τὰς δυνάμεις, νομίζειν δὲ τὴν στρατείαν ἐκείνην μεγίστην μὲν γενέσθαι τῶν πρὸ αὑτῆς, λειπομένην δὲ τῶν νῦν, τῇ Ὁμήρου αὖ ποιήσει εἴ τι χρὴ κἀνταῦθα πιστεύειν, ἣν εἰκὸς ἐπὶ τὸ μεῖζον μὲν ποιητὴν ὄντα κοσμῆσαι, ὅμως δὲ φαίνεται καὶ οὕτως ἐνδεεστέρα.
1.10.4	πεποίηκε γὰρ χιλίων καὶ διακοσίων νεῶν τὰς μὲν Βοιωτῶν εἴκοσι καὶ ἑκατὸν ἀνδρῶν, τὰς δὲ Φιλοκτήτου πεντήκοντα, δηλῶν, ὡς ἐμοὶ δοκεῖ, τὰς μεγίστας καὶ ἐλαχίστας· ἄλλων γοῦν μεγέθους πέρι ἐν νεῶν καταλόγῳ οὐκ ἐμνήσθη. αὐτερέται δὲ ὅτι ἦσαν καὶ μάχιμοι πάντες, ἐν ταῖς Φιλοκτήτου ναυσὶ δεδήλωκεν· τοξότας γὰρ πάντας πεποίηκε τοὺς προσκώπους. περίνεως δὲ οὐκ εἰκὸς πολλοὺς ξυμπλεῖν ἔξω τῶν βασιλέων καὶ τῶν μάλιστα ἐν τέλει, ἄλλως τε καὶ μέλλοντας πέλαγος περαιώσεσθαι μετὰ σκευῶν πολεμικῶν, οὐδ’ αὖ τὰ πλοῖα κατάφαρκτα ἔχοντας, ἀλλὰ τῷ παλαιῷ τρόπῳ λῃστικώτερον παρεσκευασμένα.
1.10.5	πρὸς τὰς μεγίστας δ’ οὖν καὶ ἐλαχίστας ναῦς τὸ μέσον σκοποῦντι οὐ πολλοὶ φαίνονται ἐλθόντες, ὡς ἀπὸ πάσης τῆς Ἑλλάδος κοινῇ πεμπόμενοι.
1.11.1	αἴτιον δ’ ἦν οὐχ ἡ ὀλιγανθρωπία τοσοῦτον ὅσον ἡ ἀχρηματία. τῆς γὰρ τροφῆς ἀπορίᾳ τόν τε στρατὸν ἐλάσσω ἤγαγον καὶ ὅσον ἤλπιζον αὐτόθεν πολεμοῦντα βιοτεύσειν, ἐπειδὴ δὲ ἀφικόμενοι μάχῃ ἐκράτησαν (δῆλον δέ· τὸ γὰρ ἔρυμα τῷ στρατοπέδῳ οὐκ ἂν ἐτειχίσαντο), φαίνονται δ’ οὐδ’ ἐνταῦθα πάσῃ τῇ δυνάμει χρησάμενοι, ἀλλὰ πρὸς γεωργίαν τῆς Χερσονήσου τραπόμενοι καὶ λῃστείαν τῆς τροφῆς ἀπορίᾳ. ᾗ καὶ μᾶλλον οἱ Τρῶες αὐτῶν διεσπαρμένων τὰ δέκα ἔτη ἀντεῖχον βίᾳ, τοῖς αἰεὶ ὑπολειπομένοις ἀντίπαλοι ὄντες.
1.11.2	περιουσίαν δὲ εἰ ἦλθον ἔχοντες τροφῆς καὶ ὄντες ἁθρόοι ἄνευ λῃστείας καὶ γεωργίας ξυνεχῶς τὸν πόλεμον διέφερον, ῥᾳδίως ἂν μάχῃ κρατοῦντες εἷλον, οἵ γε καὶ οὐχ ἁθρόοι, ἀλλὰ μέρει τῷ αἰεὶ παρόντι ἀντεῖχον, πολιορκίᾳ δ’ ἂν προσκαθεζόμενοι ἐν ἐλάσσονί τε χρόνῳ καὶ ἀπονώτερον τὴν Τροίαν εἷλον. ἀλλὰ δι’ ἀχρηματίαν τά τε πρὸ τούτων ἀσθενῆ ἦν καὶ αὐτά γε δὴ ταῦτα, ὀνομαστότατα τῶν πρὶν γενόμενα, δηλοῦται τοῖς ἔργοις ὑποδεέστερα ὄντα τῆς φήμης καὶ τοῦ νῦν περὶ αὐτῶν διὰ τοὺς ποιητὰς λόγου κατεσχηκότος·
1.11.3	ἀλλὰ δι’ ἀχρηματίαν τά τε πρὸ τούτων ἀσθενῆ ἦν καὶ αὐτά γε δὴ ταῦτα, ὀνομαστότατα τῶν πρὶν γενόμενα, δηλοῦται τοῖς ἔργοις ὑποδεέστερα ὄντα τῆς φήμης καὶ τοῦ νῦν περὶ αὐτῶν διὰ τοὺς ποιητὰς λόγου κατεσχηκότος·
1.12.1	ἐπεὶ καὶ μετὰ τὰ Τρωικὰ ἡ Ἑλλὰς ἔτι μετανίστατό τε καὶ κατῳκίζετο, ὥστε μὴ ἡσυχάσασαν αὐξηθῆναι.
1.12.2	ἥ τε γὰρ ἀναχώρησις τῶν Ἑλλήνων ἐξ Ἰλίου χρονία γενομένη πολλὰ ἐνεόχμωσε, καὶ στάσεις ἐν ταῖς πόλεσιν ὡς ἐπὶ πολὺ ἐγίγνοντο, ἀφ’ ὧν ἐκπίπτοντες τὰς πόλεις ἔκτιζον.
1.12.3	Βοιωτοί τε γὰρ οἱ νῦν ἑξηκοστῷ ἔτει μετὰ Ἰλίου ἅλωσιν ἐξ Ἄρνης ἀναστάντες ὑπὸ Θεσσαλῶν τὴν νῦν μὲν Βοιωτίαν, πρότερον δὲ Καδμηίδα γῆν καλουμένην ᾤκισαν (ἦν δὲ αὐτῶν καὶ ἀποδασμὸς πρότερον ἐν τῇ γῇ ταύτῃ, ἀφ’ ὧν καὶ ἐς Ἴλιον ἐστράτευσαν), Δωριῆς τε ὀγδοηκοστῷ ἔτει ξὺν Ἡρακλείδαις Πελοπόννησον ἔσχον.
1.12.4	μόλις τε ἐν πολλῷ χρόνῳ ἡσυχάσασα ἡ Ἑλλὰς βεβαίως καὶ οὐκέτι ἀνισταμένη ἀποικίας ἐξέπεμψε, καὶ Ἴωνας μὲν Ἀθηναῖοι καὶ νησιωτῶν τοὺς πολλοὺς ᾤκισαν, Ἰταλίας δὲ καὶ Σικελίας τὸ πλεῖστον Πελοποννήσιοι τῆς τε ἄλλης Ἑλλάδος ἔστιν ἃ χωρία. πάντα δὲ ταῦτα ὕστερον τῶν Τρωικῶν ἐκτίσθη.
1.13.1	δυνατωτέρας δὲ γιγνομένης τῆς Ἑλλάδος καὶ τῶν χρημάτων τὴν κτῆσιν ἔτι μᾶλλον ἢ πρότερον ποιουμένης τὰ πολλὰ τυραννίδες ἐν ταῖς πόλεσι καθίσταντο, τῶν προσόδων μειζόνων γιγνομένων (πρότερον δὲ ἦσαν ἐπὶ ῥητοῖς γέρασι πατρικαὶ βασιλεῖαι), ναυτικά τε ἐξηρτύετο ἡ Ἑλλάς, καὶ τῆς θαλάσσης μᾶλλον ἀντείχοντο.
1.13.2	πρῶτοι δὲ Κορίνθιοι λέγονται ἐγγύτατα τοῦ νῦν τρόπου μεταχειρίσαι τὰ περὶ τὰς ναῦς, καὶ τριήρεις ἐν Κορίνθῳ πρῶτον τῆς Ἑλλάδος ναυπηγηθῆναι.
1.13.3	φαίνεται δὲ καὶ Σαμίοις Ἀμεινοκλῆς Κορίνθιος ναυπηγὸς ναῦς ποιήσας τέσσαρας· ἔτη δ’ ἐστὶ μάλιστα τριακόσια ἐς τὴν τελευτὴν τοῦδε τοῦ πολέμου ὅτε Ἀμεινοκλῆς Σαμίοις ἦλθεν.
1.13.4	ναυμαχία τε παλαιτάτη ὧν ἴσμεν γίγνεται Κορινθίων πρὸς Κερκυραίους· ἔτη δὲ μάλιστα καὶ ταύτῃ ἑξήκοντα καὶ διακόσιά ἐστι μέχρι τοῦ αὐτοῦ χρόνου.
1.13.5	οἰκοῦντες γὰρ τὴν πόλιν οἱ Κορίνθιοι ἐπὶ τοῦ Ἰσθμοῦ αἰεὶ δή ποτε ἐμπόριον εἶχον, τῶν Ἑλλήνων τὸ πάλαι κατὰ γῆν τὰ πλείω ἢ κατὰ θάλασσαν, τῶν τε ἐντὸς Πελοποννήσου καὶ τῶν ἔξω, διὰ τῆς ἐκείνων παρ’ ἀλλήλους ἐπιμισγόντων, χρήμασί τε δυνατοὶ ἦσαν, ὡς καὶ τοῖς παλαιοῖς ποιηταῖς δεδήλωται· ἀφνειὸν γὰρ ἐπωνόμασαν τὸ χωρίον. ἐπειδή τε οἱ Ἕλληνες μᾶλλον ἔπλῳζον, τὰς ναῦς κτησάμενοι τὸ λῃστικὸν καθῄρουν, καὶ ἐμπόριον παρέχοντες ἀμφότερα δυνατὴν ἔσχον χρημάτων προσόδῳ τὴν πόλιν.
1.13.6	καὶ Ἴωσιν ὕστερον πολὺ γίγνεται ναυτικὸν ἐπὶ Κύρου Περσῶν πρώτου βασιλεύοντος καὶ Καμβύσου τοῦ υἱέος αὐτοῦ, τῆς τε καθ’ ἑαυτοὺς θαλάσσης Κύρῳ πολεμοῦντες ἐκράτησάν τινα χρόνον. καὶ Πολυκράτης Σάμου τυραννῶν ἐπὶ Καμβύσου ναυτικῷ ἰσχύων ἄλλας τε τῶν νήσων ὑπηκόους ἐποιήσατο καὶ Ῥήνειαν ἑλὼν ἀνέθηκε τῷ Ἀπόλλωνι τῷ Δηλίῳ. Φωκαῆς τε Μασσαλίαν οἰκίζοντες Καρχηδονίους ἐνίκων ναυμαχοῦντες·
